Time,Open,High,Low,Close,Volume
2009-04-16 00:00,0.830427,0.833229,0.829531,0.831013,13960
2009-04-16 04:00,0.831013,0.831774,0.827849,0.828947,12321
2009-04-16 08:00,0.829187,0.831186,0.826993,0.829876,18594
2009-04-16 12:00,0.82991,0.83462,0.827472,0.829084,70177
2009-04-16 16:00,0.829084,0.829841,0.823249,0.826822,52286
2009-04-16 20:00,0.826822,0.82861,0.825627,0.827712,10610
2009-04-17 00:00,0.827678,0.828535,0.824674,0.825593,10247
2009-04-17 04:00,0.825559,0.82648,0.823282,0.824198,18373
2009-04-17 08:00,0.824368,0.82778,0.822707,0.825627,30129
2009-04-17 12:00,0.825627,0.827027,0.821153,0.823282,70480
2009-04-17 16:00,0.82335,0.825185,0.822639,0.823079,39291
2009-04-17 20:00,0.823418,0.824579,0.821828,0.824572,4936
2009-04-19 20:00,0.824144,0.825083,0.822808,0.822808,5182
2009-04-20 00:00,0.822808,0.823961,0.821052,0.822605,12471
2009-04-20 04:00,0.822605,0.82352,0.8189,0.819001,16239
2009-04-20 08:00,0.819034,0.819874,0.812546,0.812678,32332
2009-04-20 12:00,0.812678,0.81493,0.807591,0.810471,60265
2009-04-20 16:00,0.810471,0.811227,0.807265,0.807559,23311
2009-04-20 20:00,0.807559,0.808538,0.806094,0.806094,9695
2009-04-21 00:00,0.806094,0.80844,0.804732,0.808113,11816
2009-04-21 04:00,0.808244,0.809225,0.805088,0.807298,14379
2009-04-21 08:00,0.807233,0.810438,0.806452,0.807331,19986
2009-04-21 12:00,0.807331,0.809618,0.799616,0.809192,48211
2009-04-21 16:00,0.809225,0.811359,0.807298,0.80916,41298
2009-04-21 20:00,0.809127,0.810045,0.80795,0.808081,10678
2009-04-22 00:00,0.808081,0.808787,0.806712,0.807298,11083
2009-04-22 04:00,0.807572,0.809415,0.805283,0.805997,13782
2009-04-22 08:00,0.806062,0.807396,0.804117,0.805315,21922
2009-04-22 12:00,0.805315,0.811194,0.801635,0.809094,52713
2009-04-22 16:00,0.809061,0.810241,0.805542,0.806517,39127
2009-04-22 20:00,0.806517,0.807748,0.805575,0.807005,9586
2009-04-23 00:00,0.806972,0.807611,0.80551,0.806679,7871
2009-04-23 04:00,0.806647,0.809717,0.806224,0.806452,13778
2009-04-23 08:00,0.806224,0.811194,0.806192,0.809881,20404
2009-04-23 12:00,0.809881,0.817294,0.807363,0.813603,67465
2009-04-23 16:00,0.813637,0.817929,0.813438,0.817227,35339
2009-04-23 20:00,0.817227,0.818297,0.815827,0.81586,12752
2009-04-24 00:00,0.81586,0.817628,0.815062,0.81706,11123
2009-04-24 04:00,0.81706,0.819303,0.81596,0.818063,22528
2009-04-24 08:00,0.817996,0.822876,0.817561,0.821322,33558
2009-04-24 12:00,0.821322,0.828363,0.81984,0.826822,70052
2009-04-24 16:00,0.826856,0.828226,0.82498,0.826959,44277
2009-04-24 20:00,0.82689,0.827096,0.825287,0.826651,3296
2009-04-26 20:00,0.825777,0.826433,0.824198,0.824538,7327
2009-04-27 00:00,0.82447,0.824586,0.821524,0.821895,11873
2009-04-27 04:00,0.821929,0.823079,0.820513,0.822098,20585
2009-04-27 08:00,0.822064,0.824878,0.820546,0.823621,27168
2009-04-27 12:00,0.823588,0.828157,0.821895,0.826037,72850
2009-04-27 16:00,0.826037,0.827301,0.818532,0.820109,58608
2009-04-27 20:00,0.820244,0.821645,0.818565,0.820816,18935
2009-04-28 00:00,0.820816,0.822064,0.819639,0.820681,17370
2009-04-28 04:00,0.820614,0.820614,0.815927,0.818331,31221
2009-04-28 08:00,0.818163,0.819135,0.815295,0.817461,44121
2009-04-28 12:00,0.817461,0.822199,0.81576,0.81716,73486
2009-04-28 16:00,0.81716,0.821862,0.816927,0.819538,51201
2009-04-28 20:00,0.819538,0.820924,0.818532,0.819336,14012
2009-04-29 00:00,0.81937,0.824382,0.819001,0.824273,14034
2009-04-29 04:00,0.824232,0.826378,0.823113,0.825559,20980
2009-04-29 08:00,0.825525,0.831774,0.824946,0.831013,40166
2009-04-29 12:00,0.830841,0.833994,0.828397,0.832813,68457
2009-04-29 16:00,0.832848,0.833715,0.828638,0.831393,59600
2009-04-29 20:00,0.831359,0.832217,0.829944,0.831947,16785
2009-04-30 00:00,0.831912,0.836855,0.831428,0.835841,20867
2009-04-30 04:00,0.835771,0.84246,0.833681,0.841928,30773
2009-04-30 08:00,0.841963,0.843135,0.838012,0.842105,51752
2009-04-30 12:00,0.842105,0.842141,0.836365,0.837591,90794
2009-04-30 16:00,0.837591,0.839173,0.835038,0.838223,61105
2009-04-30 20:00,0.838223,0.839032,0.837065,0.838188,12820
2009-05-01 00:00,0.838153,0.839948,0.837837,0.838574,10057
2009-05-01 04:00,0.83868,0.841609,0.837977,0.84076,22167
2009-05-01 08:00,0.840583,0.845309,0.838856,0.842993,34435
2009-05-01 12:00,0.842957,0.844987,0.83668,0.842602,68683
2009-05-01 16:00,0.842602,0.845201,0.840301,0.843419,37547
2009-05-01 20:00,0.843455,0.844267,0.842851,0.844096,4028
2009-05-03 20:00,0.842723,0.845259,0.841935,0.844431,13183
2009-05-04 00:00,0.844616,0.847601,0.843882,0.846346,11095
2009-05-04 04:00,0.84631,0.847565,0.845702,0.846955,17222
2009-05-04 08:00,0.846955,0.847458,0.840336,0.843241,23721
2009-05-04 12:00,0.843241,0.850521,0.841574,0.849077,67229
2009-05-04 16:00,0.849041,0.85237,0.847997,0.852297,43470
2009-05-04 20:00,0.852261,0.85357,0.851716,0.852922,12144
2009-05-05 00:00,0.852878,0.853155,0.851317,0.851571,10722
2009-05-05 04:00,0.851499,0.85266,0.849618,0.849618,22136
2009-05-05 08:00,0.849618,0.854847,0.849618,0.853315,42859
2009-05-05 12:00,0.853315,0.856421,0.848932,0.850521,75701
2009-05-05 16:00,0.850485,0.852006,0.848104,0.850702,40234
2009-05-05 20:00,0.850666,0.851694,0.849545,0.849979,13837
2009-05-06 00:00,0.849979,0.850919,0.846812,0.848428,19938
2009-05-06 04:00,0.847925,0.851136,0.846633,0.850629,23011
2009-05-06 08:00,0.85034,0.852115,0.84563,0.847961,40115
2009-05-06 12:00,0.847961,0.853789,0.847889,0.852806,73845
2009-05-06 16:00,0.852733,0.858259,0.85197,0.857559,53919
2009-05-06 20:00,0.857559,0.858332,0.856458,0.857192,10042
2009-05-07 00:00,0.857155,0.859919,0.855908,0.858074,12039
2009-05-07 04:00,0.858074,0.859033,0.855432,0.856201,17272
2009-05-07 08:00,0.856201,0.859476,0.85357,0.858369,31689
2009-05-07 12:00,0.858369,0.859476,0.851716,0.853679,41240
2009-05-07 16:00,0.853679,0.855542,0.850123,0.853024,34873
2009-05-07 20:00,0.853024,0.855652,0.852515,0.854606,9873
2009-05-08 00:00,0.854336,0.854701,0.852297,0.85419,9154
2009-05-08 04:00,0.85419,0.857927,0.853424,0.856018,22073
2009-05-08 08:00,0.856018,0.864043,0.855725,0.861401,32759
2009-05-08 12:00,0.861401,0.865464,0.860363,0.863446,63474
2009-05-08 16:00,0.863371,0.870284,0.862962,0.870095,43919
2009-05-08 20:00,0.870095,0.870405,0.868659,0.869641,5098
2009-05-10 20:00,0.869762,0.870549,0.868772,0.869868,4763
2009-05-11 00:00,0.869603,0.871202,0.868583,0.870201,8317
2009-05-11 04:00,0.870239,0.871596,0.868206,0.869679,39530
2009-05-11 08:00,0.869679,0.871407,0.86494,0.866063,26371
2009-05-11 12:00,0.866063,0.867416,0.861809,0.86285,49940
2009-05-11 16:00,0.862776,0.86326,0.85778,0.858001,42285
2009-05-11 20:00,0.858001,0.859262,0.856714,0.858332,9375
2009-05-12 00:00,0.858332,0.860052,0.856494,0.859033,7088
2009-05-12 04:00,0.858996,0.860956,0.857854,0.860511,18203
2009-05-12 08:00,0.860474,0.863632,0.859365,0.862962,27297
2009-05-12 12:00,0.862962,0.866551,0.856164,0.856751,56256
2009-05-12 16:00,0.856751,0.861698,0.854884,0.860733,42085
2009-05-12 20:00,0.860733,0.864192,0.859623,0.863148,8719
2009-05-13 00:00,0.863148,0.864857,0.862106,0.86408,9530
2009-05-13 04:00,0.86408,0.865501,0.862738,0.864118,14129
2009-05-13 08:00,0.864267,0.865539,0.858848,0.859143,27265
2009-05-13 12:00,0.859143,0.861772,0.854774,0.855725,63177
2009-05-13 16:00,0.855725,0.857743,0.849041,0.850557,46099
2009-05-13 20:00,0.850557,0.852966,0.850051,0.851716,10084
2009-05-14 00:00,0.851644,0.853898,0.850015,0.850781,9655
2009-05-14 04:00,0.850774,0.853716,0.849834,0.853352,19175
2009-05-14 08:00,0.853315,0.854117,0.848752,0.850955,29797
2009-05-14 12:00,0.850919,0.85419,0.848248,0.852806,50486
2009-05-14 16:00,0.852806,0.855835,0.851861,0.854226,35779
2009-05-14 20:00,0.85408,0.855945,0.853242,0.853971,9832
2009-05-15 00:00,0.853971,0.855835,0.85317,0.854044,6420
2009-05-15 04:00,0.853898,0.854789,0.851354,0.85317,14578
2009-05-15 08:00,0.85317,0.854518,0.850051,0.85034,20529
2009-05-15 12:00,0.850232,0.858516,0.849762,0.850521,47501
2009-05-15 16:00,0.850557,0.852261,0.846991,0.848104,30539
2009-05-15 20:00,0.848104,0.849726,0.847206,0.849401,2201
2009-05-17 20:00,0.849113,0.850521,0.847781,0.847961,4456
2009-05-18 00:00,0.847961,0.849005,0.846525,0.847961,9489
2009-05-18 04:00,0.847961,0.852479,0.847889,0.852115,24692
2009-05-18 08:00,0.852079,0.856311,0.851136,0.855761,17879
2009-05-18 12:00,0.855761,0.860956,0.854591,0.857927,36538
2009-05-18 16:00,0.857964,0.861549,0.856568,0.860511,32308
2009-05-18 20:00,0.860363,0.861467,0.859254,0.859623,7746
2009-05-19 00:00,0.859217,0.860252,0.857743,0.859845,6276
2009-05-19 04:00,0.859845,0.865014,0.858848,0.864528,19271
2009-05-19 08:00,0.864416,0.866026,0.862813,0.863856,28934
2009-05-19 12:00,0.863856,0.865951,0.860659,0.864528,56852
2009-05-19 16:00,0.864566,0.867905,0.863931,0.864753,39424
2009-05-19 20:00,0.864715,0.867227,0.863595,0.866822,8271
2009-05-20 00:00,0.866739,0.866776,0.863521,0.865202,9048
2009-05-20 04:00,0.865164,0.866964,0.863334,0.865351,14447
2009-05-20 08:00,0.865351,0.87146,0.863632,0.869603,42598
2009-05-20 12:00,0.869641,0.877308,0.869074,0.874585,61999
2009-05-20 16:00,0.874508,0.880127,0.874126,0.876655,50367
2009-05-20 20:00,0.876655,0.877324,0.875082,0.876501,6483
2009-05-21 00:00,0.876539,0.880196,0.874852,0.878426,6478
2009-05-21 04:00,0.878426,0.880011,0.877347,0.877963,12574
2009-05-21 08:00,0.877886,0.881251,0.872334,0.872867,30853
2009-05-21 12:00,0.872753,0.876271,0.87089,0.876194,58877
2009-05-21 16:00,0.876117,0.880398,0.875312,0.878735,56761
2009-05-21 20:00,0.878735,0.88206,0.878503,0.881873,7738
2009-05-22 00:00,0.881873,0.883299,0.880437,0.88234,8125
2009-05-22 04:00,0.882106,0.883704,0.880437,0.881213,14302
2009-05-22 08:00,0.881174,0.888889,0.880708,0.887902,23763
2009-05-22 12:00,0.887902,0.892698,0.885818,0.890155,64252
2009-05-22 16:00,0.890076,0.893895,0.890076,0.892857,26387
2009-05-22 20:00,0.892857,0.894478,0.892419,0.894134,2535
2009-05-24 20:00,0.892021,0.894015,0.891663,0.89226,4629
2009-05-25 00:00,0.89226,0.892339,0.889126,0.889878,9763
2009-05-25 04:00,0.889957,0.891305,0.887311,0.887469,18612
2009-05-25 08:00,0.88739,0.888605,0.886682,0.888021,13357
2009-05-25 12:00,0.887981,0.890234,0.886603,0.888533,13887
2009-05-25 16:00,0.888533,0.891385,0.888139,0.890195,7621
2009-05-25 20:00,0.890195,0.890869,0.888573,0.889047,5434
2009-05-26 00:00,0.889047,0.890195,0.885897,0.887784,6672
2009-05-26 04:00,0.887705,0.889996,0.88433,0.884799,22169
2009-05-26 08:00,0.884799,0.886211,0.880631,0.885191,26547
2009-05-26 12:00,0.885191,0.893296,0.882807,0.892937,70404
2009-05-26 16:00,0.892817,0.895857,0.891981,0.894855,79263
2009-05-26 20:00,0.894855,0.897022,0.894734,0.8967,8597
2009-05-27 00:00,0.8967,0.898917,0.895255,0.898553,7869
2009-05-27 04:00,0.898553,0.899483,0.893655,0.898957,28666
2009-05-27 08:00,0.898957,0.900293,0.895295,0.895736,36795
2009-05-27 12:00,0.895736,0.900212,0.894374,0.899281,93441
2009-05-27 16:00,0.899281,0.901063,0.892578,0.893495,82257
2009-05-27 20:00,0.893495,0.894614,0.889696,0.891822,9279
2009-05-28 00:00,0.891862,0.893591,0.890393,0.890908,6753
2009-05-28 04:00,0.890908,0.893056,0.888336,0.892618,26523
2009-05-28 08:00,0.892538,0.896379,0.890869,0.892499,41968
2009-05-28 12:00,0.892499,0.900374,0.890234,0.899078,105012
2009-05-28 16:00,0.898957,0.899523,0.894334,0.897022,99870
2009-05-28 20:00,0.897022,0.898812,0.896298,0.898118,9186
2009-05-29 00:00,0.897827,0.900195,0.897424,0.899604,10136
2009-05-29 04:00,0.899604,0.906125,0.899078,0.903751,26800
2009-05-29 08:00,0.903751,0.910415,0.903424,0.907606,58751
2009-05-29 12:00,0.907647,0.91416,0.907606,0.912659,105995
2009-05-29 16:00,0.912534,0.917768,0.912242,0.915835,74789
2009-05-29 20:00,0.915583,0.918231,0.915457,0.916632,5071
2009-05-31 20:00,0.917305,0.918358,0.915081,0.915499,6137
2009-06-01 00:00,0.915499,0.920581,0.914788,0.92009,13604
2009-06-01 04:00,0.919879,0.924471,0.918274,0.924044,21191
2009-06-01 08:00,0.924001,0.9273,0.921999,0.922339,46918
2009-06-01 12:00,0.922339,0.926183,0.918274,0.919879,121397
2009-06-01 16:00,0.919879,0.922339,0.915248,0.916674,92065
2009-06-01 20:00,0.916674,0.917979,0.913659,0.91781,13592
2009-06-02 00:00,0.917768,0.918063,0.913743,0.9168,14686
2009-06-02 04:00,0.916884,0.917011,0.911369,0.914286,26440
2009-06-02 08:00,0.914202,0.92584,0.911743,0.924898,45647
2009-06-02 12:00,0.924727,0.926741,0.919202,0.923532,90404
2009-06-02 16:00,0.923532,0.926569,0.922935,0.925326,72473
2009-06-02 20:00,0.925326,0.926484,0.922594,0.922935,11979
2009-06-03 00:00,0.922935,0.924505,0.922169,0.924044,12518
2009-06-03 04:00,0.923958,0.926526,0.922722,0.923532,27621
2009-06-03 08:00,0.923489,0.925712,0.916506,0.919118,58050
2009-06-03 12:00,0.919118,0.92098,0.910415,0.911328,101632
2009-06-03 16:00,0.911286,0.911328,0.899442,0.902405,104261
2009-06-03 20:00,0.902405,0.902894,0.897304,0.900698,28646
2009-06-04 00:00,0.90086,0.902975,0.899402,0.899685,16627
2009-06-04 04:00,0.899766,0.906947,0.897545,0.906454,32024
2009-06-04 08:00,0.906331,0.907688,0.896258,0.896821,53038
2009-06-04 12:00,0.896901,0.913242,0.896097,0.909339,93281
2009-06-04 16:00,0.909298,0.915248,0.907071,0.911785,73096
2009-06-04 20:00,0.911785,0.912492,0.909587,0.909877,14866
2009-06-05 00:00,0.909711,0.911319,0.909587,0.910747,7073
2009-06-05 04:00,0.910747,0.911535,0.905879,0.907112,31278
2009-06-05 08:00,0.907112,0.90905,0.905879,0.906454,33890
2009-06-05 12:00,0.906331,0.912409,0.895696,0.897183,89371
2009-06-05 16:00,0.897424,0.899888,0.892698,0.893655,48915
2009-06-05 20:00,0.893655,0.894358,0.89218,0.894174,3197
2009-06-07 20:00,0.893312,0.894815,0.892499,0.894294,8827
2009-06-08 00:00,0.894294,0.896901,0.893855,0.895335,22201
2009-06-08 04:00,0.895255,0.896901,0.888731,0.889324,26504
2009-06-08 08:00,0.889284,0.891703,0.8857,0.891583,48020
2009-06-08 12:00,0.891544,0.894815,0.889047,0.890551,77331
2009-06-08 16:00,0.890551,0.897706,0.889601,0.895536,56785
2009-06-08 20:00,0.895536,0.897706,0.895215,0.897666,12475
2009-06-09 00:00,0.897666,0.897948,0.893535,0.893695,11442
2009-06-09 04:00,0.893695,0.901591,0.893176,0.899726,25856
2009-06-09 08:00,0.899726,0.908018,0.898553,0.906618,52109
2009-06-09 12:00,0.906618,0.910705,0.903751,0.905715,74374
2009-06-09 16:00,0.905674,0.910332,0.905551,0.906413,54916
2009-06-09 20:00,0.906413,0.906865,0.903791,0.904977,11830
2009-06-10 00:00,0.904977,0.907441,0.904855,0.906208,17472
2009-06-10 04:00,0.906208,0.911037,0.905469,0.910705,26783
2009-06-10 08:00,0.910705,0.91416,0.906824,0.909504,49801
2009-06-10 12:00,0.909504,0.910581,0.898029,0.900739,77514
2009-06-10 16:00,0.900739,0.903342,0.895776,0.902486,65224
2009-06-10 20:00,0.902527,0.903016,0.90086,0.902527,10971
2009-06-11 00:00,0.902446,0.906109,0.902283,0.905387,15652
2009-06-11 04:00,0.905387,0.906865,0.903751,0.905715,25981
2009-06-11 08:00,0.905715,0.908967,0.905059,0.906783,42371
2009-06-11 12:00,0.906783,0.91112,0.902975,0.910996,70379
2009-06-11 16:00,0.910996,0.913325,0.906043,0.906495,59762
2009-06-11 20:00,0.906536,0.908587,0.905428,0.908224,15207
2009-06-12 00:00,0.908224,0.908315,0.902364,0.902405,14388
2009-06-12 04:00,0.902568,0.903914,0.899888,0.900131,18622
2009-06-12 08:00,0.900009,0.901591,0.889205,0.891266,40278
2009-06-12 12:00,0.891305,0.896218,0.889047,0.895015,74304
2009-06-12 16:00,0.895295,0.895375,0.892538,0.894694,41390
2009-06-12 20:00,0.894694,0.895135,0.893256,0.894214,3917
2009-06-14 20:00,0.893727,0.894702,0.892339,0.892578,9362
2009-06-15 00:00,0.892666,0.894246,0.890377,0.890972,6970
2009-06-15 04:00,0.89094,0.891647,0.883978,0.884119,24868
2009-06-15 08:00,0.88397,0.886957,0.882309,0.882394,22318
2009-06-15 12:00,0.882465,0.887887,0.879631,0.882239,5345
2009-06-15 16:00,0.881943,0.884298,0.879214,0.88333,4897
2009-06-15 20:00,0.883431,0.884291,0.881446,0.88213,4215
2009-06-16 00:00,0.882169,0.882979,0.879361,0.881345,7063
2009-06-16 04:00,0.88129,0.887004,0.881251,0.885379,24676
2009-06-16 08:00,0.885324,0.891504,0.884259,0.890512,22676
2009-06-16 12:00,0.890496,0.891289,0.881578,0.883252,5091
2009-06-16 16:00,0.883291,0.884251,0.880351,0.881624,5275
2009-06-16 20:00,0.881834,0.882924,0.879577,0.879794,4496
2009-06-17 00:00,0.879902,0.884713,0.879701,0.884228,7177
2009-06-17 04:00,0.884103,0.887469,0.883065,0.884009,24661
2009-06-17 08:00,0.883915,0.886061,0.875749,0.87644,22666
2009-06-17 12:00,0.876324,0.881632,0.873652,0.879469,5099
2009-06-17 16:00,0.879701,0.886525,0.879407,0.884494,5029
2009-06-17 20:00,0.884682,0.885951,0.882924,0.885465,4470
2009-06-18 00:00,0.885434,0.885959,0.882909,0.884478,7049
2009-06-18 04:00,0.884291,0.887445,0.881383,0.882979,24560
2009-06-18 08:00,0.883041,0.885418,0.880104,0.881943,22739
2009-06-18 12:00,0.882247,0.890393,0.882208,0.887233,5230
2009-06-18 16:00,0.887233,0.887713,0.880282,0.882722,4665
2009-06-18 20:00,0.88294,0.884322,0.88255,0.883267,3946
2009-06-19 00:00,0.883377,0.884705,0.881772,0.883947,6621
2009-06-19 04:00,0.884033,0.885928,0.883283,0.884729,24865
2009-06-19 08:00,0.884557,0.888747,0.88333,0.887193,22515
2009-06-19 12:00,0.88702,0.889308,0.879972,0.885897,26478
2009-06-19 16:00,0.885936,0.886054,0.880902,0.880902,20983
2009-06-19 20:00,0.880902,0.88234,0.880631,0.881834,4232
2009-06-21 20:00,0.881585,0.88347,0.880437,0.881057,3648
2009-06-22 00:00,0.881057,0.881251,0.877809,0.879546,7137
2009-06-22 04:00,0.879624,0.880902,0.876578,0.877193,12837
2009-06-22 08:00,0.877193,0.87777,0.872258,0.873172,20143
2009-06-22 12:00,0.873172,0.873706,0.865389,0.866026,51370
2009-06-22 16:00,0.866026,0.868847,0.865838,0.867604,35525
2009-06-22 20:00,0.867528,0.868093,0.865464,0.866026,8690
2009-06-23 00:00,0.866026,0.867378,0.865351,0.866927,6505
2009-06-23 04:00,0.867115,0.868169,0.863782,0.866476,15213
2009-06-23 08:00,0.866439,0.869301,0.86494,0.867679,28228
2009-06-23 12:00,0.867679,0.872296,0.863371,0.865276,80146
2009-06-23 16:00,0.865314,0.87127,0.865164,0.869679,38194
2009-06-23 20:00,0.869679,0.870474,0.868621,0.86983,6373
2009-06-24 00:00,0.86983,0.872296,0.869263,0.87184,8362
2009-06-24 04:00,0.87184,0.874929,0.870095,0.873782,16284
2009-06-24 08:00,0.873782,0.87512,0.869301,0.870853,26706
2009-06-24 12:00,0.870928,0.875848,0.870436,0.872524,49043
2009-06-24 16:00,0.872486,0.873324,0.865127,0.867943,46559
2009-06-24 20:00,0.867717,0.86783,0.863334,0.865703,10238
2009-06-25 00:00,0.865651,0.866927,0.865239,0.866589,7234
2009-06-25 04:00,0.866589,0.867754,0.86408,0.866063,15800
2009-06-25 08:00,0.866063,0.867679,0.859365,0.859993,28972
2009-06-25 12:00,0.860289,0.864342,0.859587,0.863894,43692
2009-06-25 16:00,0.863894,0.866761,0.86282,0.865112,13616
2009-06-25 20:00,0.865082,0.867205,0.864805,0.866791,6722
2009-06-26 00:00,0.866987,0.868961,0.866709,0.868206,7764
2009-06-26 04:00,0.868297,0.87146,0.867205,0.869074,37170
2009-06-26 08:00,0.869051,0.872562,0.868093,0.870928,15214
2009-06-26 12:00,0.870928,0.873782,0.864753,0.867491,35466
2009-06-26 16:00,0.867528,0.87108,0.866551,0.866626,22395
2009-06-26 20:00,0.866664,0.868018,0.866288,0.86798,1440
2009-06-28 20:00,0.868297,0.86844,0.866363,0.867303,3505
2009-06-29 00:00,0.86734,0.86734,0.863894,0.865276,5048
2009-06-29 04:00,0.865276,0.866852,0.863036,0.865614,12560
2009-06-29 08:00,0.865614,0.86847,0.864043,0.867303,14707
2009-06-29 12:00,0.867303,0.868961,0.862106,0.863483,68389
2009-06-29 16:00,0.863483,0.865913,0.863297,0.864603,39898
2009-06-29 20:00,0.864641,0.865913,0.86408,0.865276,13699
2009-06-30 00:00,0.865276,0.866536,0.864715,0.865614,17046
2009-06-30 04:00,0.865464,0.868319,0.864342,0.866852,16397
2009-06-30 08:00,0.866852,0.868508,0.866176,0.868206,20389
2009-06-30 12:00,0.868169,0.868885,0.859107,0.860178,75068
2009-06-30 16:00,0.860104,0.862478,0.859587,0.859587,49560
2009-06-30 20:00,0.859587,0.861423,0.859587,0.860511,11678
2009-07-01 00:00,0.860511,0.861556,0.858111,0.861104,10446
2009-07-01 04:00,0.861067,0.863856,0.859882,0.863782,19013
2009-07-01 08:00,0.863782,0.867303,0.862069,0.866326,24416
2009-07-01 12:00,0.866326,0.873706,0.866176,0.873706,75035
2009-07-01 16:00,0.873706,0.874355,0.869868,0.870133,38592
2009-07-01 20:00,0.870133,0.871156,0.869641,0.870398,9391
2009-07-02 00:00,0.870398,0.871665,0.869679,0.870549,7350
2009-07-02 04:00,0.870549,0.871802,0.868546,0.868697,16203
2009-07-02 08:00,0.868697,0.870171,0.866589,0.867754,18202
2009-07-02 12:00,0.867792,0.86915,0.860511,0.86192,59881
2009-07-02 16:00,0.862106,0.862441,0.860289,0.860474,32313
2009-07-02 20:00,0.860474,0.861735,0.859291,0.86003,9808
2009-07-03 00:00,0.86003,0.863081,0.859845,0.86192,9023
2009-07-03 04:00,0.861995,0.864566,0.861846,0.862999,16525
2009-07-03 08:00,0.862962,0.86494,0.861846,0.864192,21924
2009-07-03 12:00,0.864267,0.864865,0.859587,0.860548,23967
2009-07-03 16:00,0.8604,0.861735,0.859623,0.860993,9109
2009-07-03 20:00,0.86103,0.862589,0.860741,0.861698,2078
2009-07-05 20:00,0.861186,0.861438,0.859993,0.861215,10222
2009-07-06 00:00,0.861364,0.862337,0.859328,0.86103,13306
2009-07-06 04:00,0.86103,0.86285,0.857596,0.858885,31528
2009-07-06 08:00,0.858775,0.859956,0.856238,0.858185,40038
2009-07-06 12:00,0.858185,0.861735,0.85767,0.861326,122907
2009-07-06 16:00,0.861326,0.863073,0.858516,0.862999,88743
2009-07-06 20:00,0.862999,0.863148,0.861141,0.862962,15631
2009-07-07 00:00,0.863073,0.863386,0.860696,0.862218,15495
